category,title,author,publisher,year,publication_place,page_count,book_url,image_url
sociology,Ümumi sosiologiya,"Qolenkova Zinaida Tixonovna, Akuliç Mariya Mixaylovna, Kuznetsov Vyaçeslav Nikolayeviç",Diplomat,2007,Bakı,494,https://www.preslib.az/az/elibrary/ebook/nrItVDJu,https://www.ebooks.az/image/cover/nrItVDJu
sociology,Ümumi və hərbi sosiologiya,"Rzayev Nadir Rza oğlu, Əzizov Xətayi Kamal oğlu",Şəms,2006,Bakı,223,https://www.preslib.az/az/elibrary/ebook/nOjGsL0y,https://www.ebooks.az/image/cover/nOjGsL0y
sociology,Sosiologiya,,MBM,2006,Bakı,295,https://www.preslib.az/az/elibrary/ebook/VTIDXw6i,https://www.ebooks.az/image/cover/VTIDXw6i
sociology,Keçid dövründə şəxsiyyət problemi: sosioloji aspekt,Məmmədova Səadət Davud qızı,Elm,2005,Bakı,148,https://www.preslib.az/az/elibrary/ebook/h5gRUu7Q,https://www.ebooks.az/image/cover/h5gRUu7Q
sociology,Исследования социально-экономических и политических процессов,Рой  Олег  Михайлович,Питер,2004,Санкт-Петербург,364,https://www.preslib.az/az/elibrary/ebook/V0RHijcJ,https://www.ebooks.az/image/cover/V0RHijcJ
sociology,Azərbaycan qadını ensiklopediyası,,Azərbaycan Milli Ensiklopediyası NPB,2002,Bakı,404,https://www.preslib.az/az/elibrary/ebook/w51MRr2m,https://www.ebooks.az/image/cover/w51MRr2m
sociology,Личность и труд,"Ахмедли Джамиль Теймур оглы, Рагимов А.А.",Азернешр,1981,Баку,161,https://www.preslib.az/az/elibrary/ebook/bsajxnw,https://www.ebooks.az/image/cover/bsajxnw
sociology,Свобода и необходимость,Ахмедли Джамиль Теймур оглы,Изд-во АН Азерб. ССР,1960,Баку,211,https://www.preslib.az/az/elibrary/ebook/mhgonjs,https://www.ebooks.az/image/cover/mhgonjs
ethnography,"Qarabağ: maddi, mədəni və mənəvi irs: II kitab",,Afpoliqraf,2023,Bakı,400,https://www.preslib.az/az/elibrary/ebook/f3gmdez,https://www.ebooks.az/image/cover/f3gmdez
ethnography,Yaqublu kəndi və onun məktəbi,Verdiyev İmran Allahverdi oğlu,2022,,Mingəçevir,239,https://www.preslib.az/az/elibrary/ebook/TX3FD76,https://www.ebooks.az/image/cover/TX3FD76
ethnography,Azərbaycanda çay mədəniyyəti: tarixi-etnoqrafik tədqiqat,Məmmədova İlhamə Gülbala qızı,2022,,Bakı,240,https://www.preslib.az/az/elibrary/ebook/jA95tyx,https://www.ebooks.az/image/cover/jA95tyx
ethnography,"Mahmud Kaşğarinin ""Divanü lüğat-it-türk"" əsəri etnoqrafik mənbə kimi",Sadıqlı Pərinaz,Azərbaycan Dövlət Nəşriyyatı,2022,Bakı,248,https://www.preslib.az/az/elibrary/ebook/WntTCXs,https://www.ebooks.az/image/cover/WntTCXs
ethnography,Azərbaycanda uşaq etnoqrafiyası,Quliyeva Nərgiz Məlik qızı,Avropa nəşriyyatı,2021,Bakı,216,https://www.preslib.az/az/elibrary/ebook/fezksxn,https://www.ebooks.az/image/cover/fezksxn
ethnography,Şirvan orta əsrlərdə: IX-XVII əsrlər,Abbasova Elmira İdris qızı,Sabah,2019,Bakı,245,https://www.preslib.az/az/elibrary/ebook/V3hMpD6B,https://www.ebooks.az/image/cover/V3hMpD6B
ethnography,Qəlbim hər zaman Lənkərandadır,Axundzadə İshaq Səbi oğlu,Afpoliqraf,2019,Bakı,364,https://www.preslib.az/az/elibrary/ebook/nHbg49fQ,https://www.ebooks.az/image/cover/nHbg49fQ
ethnography,Göyçə: Sədənağac-Güney,Nəsibov Lütfiyar Qulu oğlu,"\""Apostrof-A\"" MMC",2019,Bakı,696,https://www.preslib.az/az/elibrary/ebook/BNqLfSn5,https://www.ebooks.az/image/cover/BNqLfSn5
ethnography,Naxçıvanın Zeynəddin kəndi,Hümmətov Əşrəf Əli oğlu,Elm və təhsil,2018,Bakı,384,https://www.preslib.az/az/elibrary/ebook/DcfBPYmN,https://www.ebooks.az/image/cover/DcfBPYmN
ethnography,Böyük Dərbənd ensiklopediyası,Əliyev Nurulla Arif oğlu,Afpoliqraf,2018,Bakı,784,https://www.preslib.az/az/elibrary/ebook/XFq9lAIY,https://www.ebooks.az/image/cover/XFq9lAIY
ethnography,Dərbənd XIX-XX əsrin əvvəllərində: tarixi-demoqrafik tədqiqat,Hacıyev Asəf Adil oğlu,Turxan NPB,2017,Bakı,244,https://www.preslib.az/az/elibrary/ebook/9bIZ0xWH,https://www.ebooks.az/image/cover/9bIZ0xWH
ethnography,Arxiv işinin yaranma tarixi və arxivşünaslıq,"Cəfərov Fəxrəddin Adil oğlu, Əliyev Məmməd",ADPU nəşriyyatı,2017,Bakı,103,https://www.preslib.az/az/elibrary/ebook/mlxgiyp,https://www.ebooks.az/image/cover/mlxgiyp
ethnography,XIX-XX əsrlərdə Şirvan bölgəsinin etnoqrafik səciyyəsi,Əsədli Könül,Elm və təhsil,2017,Bakı,207,https://www.preslib.az/az/elibrary/ebook/rushkoa,https://www.ebooks.az/image/cover/rushkoa
ethnography,Basqal: tarixi-etnoqrafik tədqiqat,"Babayev Tofiq Ağababa oğlu, Şahbazov Tahir Seyidəli oğlu",Azərbaycan Respublikasının Prezidenti yanında Elmin İnkişafı Fondu,2017,Bakı,344,https://www.preslib.az/az/elibrary/ebook/yfepaks,https://www.ebooks.az/image/cover/yfepaks
ethnography,Azərbaycançılıq ideologiyasının etnoqrafik əsasları,"Cəfərov Nizami Qulu oğlu, Sərdarov Vüqar, Cəfərov Altay",Elm və təhsil,2016,Bakı,216,https://www.preslib.az/az/elibrary/ebook/7hUkK0nr,https://www.ebooks.az/image/cover/7hUkK0nr
ethnography,Muğan. Maddi-mədəniyyət abidələri,Mirzəzadə Ələsgər,Nərgiz,2016,Bakı,160,https://www.preslib.az/az/elibrary/ebook/YRpEGwSs,https://www.ebooks.az/image/cover/YRpEGwSs
ethnography,Etnoqrafiyadan etnologiyaya doğru: Azərbaycanda müasir etnoloji tədqiqatlar,,2013,,Bakı,261,https://www.preslib.az/az/elibrary/ebook/L1WKo97N,https://www.ebooks.az/image/cover/L1WKo97N
ethnography,Horadiz səni unutmadım...,Namazalı Ərşad,Müəllim,2013,Bakı,410,https://www.preslib.az/az/elibrary/ebook/poIiN3w4,https://www.ebooks.az/image/cover/poIiN3w4
ethnography,Əmircan (Xilə) şəcərələri,Bünyatova Fəridə Kərim qızı,Tuna,2012,Bakı,512,https://www.preslib.az/az/elibrary/ebook/Q0jEh9IG,https://www.ebooks.az/image/cover/Q0jEh9IG
ethnography,"Milli-mənəvi dəyərlərimiz: bayramlar, mərasimlər, adətlər, münasibətlər",Qədirzadə Hacı Qadir,Əcəmi NPB,2012,Naxçıvan,128,https://www.preslib.az/az/elibrary/ebook/M3pA0UEe,https://www.ebooks.az/image/cover/M3pA0UEe
ethnography,Şuşa şəhəri: Təbrizli məhəlləsi,Çingizoğlu Ənvər,Zərdabi LTD MMC,2012,Bakı,324,https://www.preslib.az/az/elibrary/ebook/ZXJtrCa2,https://www.ebooks.az/image/cover/ZXJtrCa2
ethnography,Türk xalqlarının yaz bayramları və Novruz,Xəlil Ağaverdi  Sərxan oğlu,Elm ve tehsil,2012,Bakı,144,https://www.preslib.az/az/elibrary/ebook/Yw27vXSu,https://www.ebooks.az/image/cover/Yw27vXSu
ethnography,Balaxanı: dünən və bu gün,,Adiloğlu,2012,Bakı,128,https://www.preslib.az/az/elibrary/ebook/svl1kqz,https://www.ebooks.az/image/cover/svl1kqz
ethnography,Azərbaycan etnoqrafiyası Cəfər Cabbarlı yaradıcılığında: tarixi-etnoqrafik tədqiqat,Zahidova Həqiqət Əhmədağa qızı,Elm,2011,Bakı,304,https://www.preslib.az/az/elibrary/ebook/VDu4fgs3,https://www.ebooks.az/image/cover/VDu4fgs3
ethnography,Unudulmaqda olan milli-mənəvi dəyərlərimiz və gəncliyimiz,,Vektor Nəşrlər Evi,2010,Bakı,158,https://www.preslib.az/az/elibrary/ebook/chqlvon,https://www.ebooks.az/image/cover/chqlvon
ethnography,Лагич: историко-этнографическое исследование,Ализаде Айна-ханум Алескер кызы.,Чашыоглы,2010,Баку,524,https://www.preslib.az/az/elibrary/ebook/A7xyjcbh,https://www.ebooks.az/image/cover/A7xyjcbh
ethnography,Novruz bayramı ensiklopediyası,,Şərq-Qərb,2008,Bakı,208,https://www.preslib.az/az/elibrary/ebook/EhJdqQtI,https://www.ebooks.az/image/cover/EhJdqQtI
ethnography,Ərəb müəllifləri Talış haqqında,"Kəlbiyev Həşim Adil oğlu, Kəlbizadə Elnur Həşim oğlu",MBM,2007,Bakı,108,https://www.preslib.az/az/elibrary/ebook/Exydz86w,https://www.ebooks.az/image/cover/Exydz86w
ethnography,Azərbaycan etnoqrafiyası: I cild,,Şərq-Qərb,2007,Bakı,544,https://www.preslib.az/az/elibrary/ebook/BFv0Q8Di,https://www.ebooks.az/image/cover/BFv0Q8Di
ethnography,Şimal-Qərbi Azərbaycan: ingiloylar: I kitab: Ən qədim zamanlardan XIII əsrin ortalarınadək,Əliyev Şirinbəy Hacıəli oğlu,Təhsil,2007,Bakı,280,https://www.preslib.az/az/elibrary/ebook/3vUsajxH,https://www.ebooks.az/image/cover/3vUsajxH
ethnography,Azərbaycan etnoqrafiyası: II cild,,Şərq-Qərb,2007,Bakı,384,https://www.preslib.az/az/elibrary/ebook/KGdeOf2J,https://www.ebooks.az/image/cover/KGdeOf2J
ethnography,Azərbaycan etnoqrafiyası: III cild,,Şərq-Qərb,2007,Bakı,568,https://www.preslib.az/az/elibrary/ebook/QjK7HJ4I,https://www.ebooks.az/image/cover/QjK7HJ4I
ethnography,Azərbaycanın qədim diyarı Xınalıq,Paşayeva Məhəbbət Tofiq qızı,Azərbaycan Dövlət Nəşriyyatı,2006,Bakı,60,https://www.preslib.az/az/elibrary/ebook/T1YIrgWM,https://www.ebooks.az/image/cover/T1YIrgWM
ethnography,Azərbaycan tatları,Əliyev Məhəmməd Məcnun oğlu,MBM,2006,Bakı,260,https://www.preslib.az/az/elibrary/ebook/juLMtGlF,https://www.ebooks.az/image/cover/juLMtGlF
ethnography,Kəndimiz - dərdimiz: Qərbi Azərbaycan-Vedibasar mahalı-Xalisa kəndi,İslamoğlu Sərtib,Ağrıdağ,2006,Bakı,504,https://www.preslib.az/az/elibrary/ebook/vjPA4UKF,https://www.ebooks.az/image/cover/vjPA4UKF
ethnography,İngiloyların maddi mədəniyyəti,Mustafayev Arif,Çaşıoğlu,2005,Bakı,267,https://www.preslib.az/az/elibrary/ebook/nogumsf,https://www.ebooks.az/image/cover/nogumsf
ethnography,Köhnə Bakını tanıyırsanmı,Qılman İlkin,Şirvannəşr,2004,Bakı,116,https://www.preslib.az/az/elibrary/ebook/DOvkaLIe,https://www.ebooks.az/image/cover/DOvkaLIe
ethnography,Лагич: историко-культурный заповедник,Мамедбейли Мехин Насруллах кызы,Нурлан,2004,Баку,225,https://www.preslib.az/az/elibrary/ebook/kXqC0e9K,https://www.ebooks.az/image/cover/kXqC0e9K
ethnography,Azərbaycanlılar: etnokulturoloji birliyin siyasi-ideoloji üfüqləri,Cəfərov Nizami Qulu oğlu,XXI-Yeni Nəşrlər Evi,2001,Bakı,176,https://www.preslib.az/az/elibrary/ebook/ofKmHTwC,https://www.ebooks.az/image/cover/ofKmHTwC
ethnography,Udilər,"Cavadov Qəmərşah Cəllad, Hüseynov Rauf",Elm,1999,Bakı,256,https://www.preslib.az/az/elibrary/ebook/etLEYXd0,https://www.ebooks.az/image/cover/etLEYXd0
ethnography,Buduq və buduqlular,Piriyev Vaqif Ziyəddin oğlu,Sabah,1994,Bakı,138,https://www.preslib.az/az/elibrary/ebook/B793QKwo,https://www.ebooks.az/image/cover/B793QKwo
ethnography,Azərbaycan diyarı Lahıc: etnoqrafik-bədii lövhələr,Süleymanov Manaf Fərəc oğlu,Vətən,1994,Bakı,272,https://www.preslib.az/az/elibrary/ebook/lfxFQz6H,https://www.ebooks.az/image/cover/lfxFQz6H
ethnography,К этногенезу азербайджанцев: историко-этнографическое исследование: Т.1,Гейбуллаев Гияседдин Аскер оглы,Элм,1991,Баку,552,https://www.preslib.az/az/elibrary/ebook/o43OJULa,https://www.ebooks.az/image/cover/o43OJULa
ethnography,Quruçay və Köndələnçay vadisində qədim mədəniyyət izləri,İsmayılov Qüdrət Seyfulla oğlu,Elm,1981,Bakı,31,https://www.preslib.az/az/elibrary/ebook/TBipgHL6,https://www.ebooks.az/image/cover/TBipgHL6
ethnography,Этнография и история Кавказа: исследования и материалы,Косвен Марк Осипович,Изд-во восточной литературы,1961,Москва,260,https://www.preslib.az/az/elibrary/ebook/jI19niEp,https://www.ebooks.az/image/cover/jI19niEp
economy,Azərbaycan-Polşa iqtisadi əlaqələri,Allahmanlı Toğrul Mahmud oğlu,Zərdabi Nəşr MMC,2024,Bakı,184,https://www.preslib.az/az/elibrary/ebook/QDOP6nS,https://www.ebooks.az/image/cover/QDOP6nS
economy,Yaşıl iqtisadiyyat: ekoloji və iqtisadi krizlərə qarşı antiböhran idarəetmə modeli,"Qurbanov Sadiq Haqverdi oğlu, Məmmədov Zahid",2024,,Bakı,424,https://www.preslib.az/az/elibrary/ebook/cZre76v,https://www.ebooks.az/image/cover/cZre76v
economy,Maliyyə risklərinin idarə edilməsi,Aşurbəyli-Hüseynova Nigar Pirverdi qızı,MS-V nəşr,2024,Bakı,298,https://www.preslib.az/az/elibrary/ebook/BmPCTnp,https://www.ebooks.az/image/cover/BmPCTnp
economy,Enerji menecmenti sistemi,Yusifbəyli Nurəli Adil oğlu,AzTU,2024,Bakı,528,https://www.preslib.az/az/elibrary/ebook/5VrsXKg,https://www.ebooks.az/image/cover/5VrsXKg
economy,Şəhər ərazilərinin idarə edilməsi,"Qəniyeva S.A., Qurbanov E.A.",“CLASS-PRİNT” MMC,2024,Bakı,216,https://www.preslib.az/az/elibrary/ebook/i7uLzV0,https://www.ebooks.az/image/cover/i7uLzV0
economy,Налоговые системы зарубежных стран,Губадова Айбениз Энвер кызы,Изд-во СПбГЭУ,2024,Санкт-Петербург,403,https://www.preslib.az/az/elibrary/ebook/G4nEv3u,https://www.ebooks.az/image/cover/G4nEv3u
economy,Aqrar istehlak bazarının formalaşması və inkişafının iqtisadi problemləri,Qafarov Nizami Cəlal oğlu,Kooperasiya nəşriyyatı,2023,Bakı,320,https://www.preslib.az/az/elibrary/ebook/gvzhmti,https://www.ebooks.az/image/cover/gvzhmti
economy,İnvestisiya layihələrinin qiymətləndirilməsi kursunun öyrənilməsinə dair metodik vəsait,"Quliyev İ.Q., Hümbətova S.İ.",2023,,Bakı,292,https://www.preslib.az/az/elibrary/ebook/apiqjhc,https://www.ebooks.az/image/cover/apiqjhc
economy,Əməliyyatların idarə edilməsi,İsmayılov Vilayət İbrahim oğlu,ADPU nəşriyyatı,2023,Bakı,309,https://www.preslib.az/az/elibrary/ebook/obijqup,https://www.ebooks.az/image/cover/obijqup
economy,Dünya iqtisadiyyatı,"Məmmədov Müzəffər, Hacıyeva Aytac",İqtisad Universiteti nəşriyyatı,2023,Bakı,358,https://www.preslib.az/az/elibrary/ebook/jpxnhet,https://www.ebooks.az/image/cover/jpxnhet
economy,Five Paths to Prosperity: Transforming Business Processes,Polukhov Togrul,Elm və təhsil,2023,Baku,212,https://www.preslib.az/az/elibrary/ebook/divuwqe,https://www.ebooks.az/image/cover/divuwqe
economy,Vergilər və vergitutma,Qubadova Aybəniz Ənvər qızı,“CLASS-PRİNT” MMC,2023,Bakı,392,https://www.preslib.az/az/elibrary/ebook/czpubjq,https://www.ebooks.az/image/cover/czpubjq
economy,Maliyyə hüququ,Ramazanov Müşfiq,2023,,Bakı,532,https://www.preslib.az/az/elibrary/ebook/XZBSek7,https://www.ebooks.az/image/cover/XZBSek7
economy,Azərbaycan Respublikasında iqtisadiyyatın davamlı inkişafının strateji istiqamətləri,İbrahimov Elşən Əli oğlu,Kooperasiya nəşriyyatı,2023,Bakı,368,https://www.preslib.az/az/elibrary/ebook/5yQtTx2,https://www.ebooks.az/image/cover/5yQtTx2
economy,Biznesin iqtisadi təhlükəsizliyi,Nəsibov Afiq Cavanşir oğlu,Kooperasiya,2023,Bakı,416,https://www.preslib.az/az/elibrary/ebook/tOiSC6l,https://www.ebooks.az/image/cover/tOiSC6l
economy,Milli iqtisadiyyatda innovasiyaların inkişaf problemləri və perspektivləri,Həsənova Pəri Əmirəhməd qızı,Zərdabi Nəşr MMC,2023,Bakı,400,https://www.preslib.az/az/elibrary/ebook/y9dmlsp,https://www.ebooks.az/image/cover/y9dmlsp
economy,İnnovasiya fəaliyyətinin təşkili problemləri və həlli mexanizmləri,"Əliyev Əlövsət Qaraca oğlu, Şahverdiyeva Roza Orduxan qızı",İnformasiya texnologiyaları,2023,Bakı,532,https://www.preslib.az/az/elibrary/ebook/ETs8XHy,https://www.ebooks.az/image/cover/ETs8XHy
economy,Aqrar sferanın innovativ inkişafı problemləri,Hüseynov Möhübbət Musa oğlu,Kooperasiya,2023,Bakı,304,https://www.preslib.az/az/elibrary/ebook/NcAimgd,https://www.ebooks.az/image/cover/NcAimgd
economy,Günəş topla mənim üçün...,,Apostrof-A,2023,Bakı,172,https://www.preslib.az/az/elibrary/ebook/65oGRsQ,https://www.ebooks.az/image/cover/65oGRsQ
economy,Налоги и налогообложение в Азербайджане,Губадова Айбениз Энвер кызы,Azərbaycan nəşriyyatı,2023,Bakı,329,https://www.preslib.az/az/elibrary/ebook/jiomqbt,https://www.ebooks.az/image/cover/jiomqbt
economy,Yeni Qarabağnamə: Qarabağ və Şərqi Zəngəzur iqtisadi rayonlarında post-konflikt quruculuğu,,"""Azprint"" nəşriyyatı",2022,Bakı,217,https://www.preslib.az/az/elibrary/ebook/lbysqxc,https://www.ebooks.az/image/cover/lbysqxc
economy,Azərbaycan Respublikasının ekoloji göstəricilərinin müqayisəli təhlili və qiymətləndirilməsi,Səlimov Sulduz Mürşüd oğlu,Elm və Bilik,2022,Bakı,156,https://www.preslib.az/az/elibrary/ebook/fsluntd,https://www.ebooks.az/image/cover/fsluntd
economy,Maddi mədəni irsin sosial-iqtisadi təsirləri,Tanrıverdi Paşa,Elm və Bilik,2022,Bakı,245,https://www.preslib.az/az/elibrary/ebook/mrhqIwL,https://www.ebooks.az/image/cover/mrhqIwL
economy,Populyar iqtisadi məlumatlar,Rüstəmov İlham Samil oğlu,ADNSU,2022,Bakı,88,https://www.preslib.az/az/elibrary/ebook/CZx6e1z,https://www.ebooks.az/image/cover/CZx6e1z
economy,Azərbaycanın Almaniya ilə xarici iqtisadi əlaqələri,Paşa Günay Tanrıverdi qızı,Elm və Bilik,2022,Bakı,356,https://www.preslib.az/az/elibrary/ebook/s5y2YDC,https://www.ebooks.az/image/cover/s5y2YDC
economy,"Lənkəran-Astara iqtisadi rayonu: fiziki və iqtisadi coğrafi xüsusiyyətləri, sosial infrastruktur sahələrinin inkişafı və ərazi təşkili","Abdullayeva Zoya Hamlet qızı, Niftiyev Famil Qağamalı oğlu",SDU-nun nəşri,2022,Sumqayıt,304,https://www.preslib.az/az/elibrary/ebook/4ebYsUE,https://www.ebooks.az/image/cover/4ebYsUE
economy,Восстановление экономики Карабаха и Восточного Зангезура,Алиев Тарбиз Насиб,Наука и знание,2022,Баку,152,https://www.preslib.az/az/elibrary/ebook/ajgiypl,https://www.ebooks.az/image/cover/ajgiypl
economy,Мировая экономика,Ахундова Айтакин Гасан кызы,Optimist,2022,Баку,116,https://www.preslib.az/az/elibrary/ebook/pqmowvh,https://www.ebooks.az/image/cover/pqmowvh
economy,Azərbaycanda regionların perspektiv inkişafı və maliyyə təminatının gücləndirilməsi problemləri,Quliyeva Aygün Eldar,Kooperasiya,2021,Bakı,308,https://www.preslib.az/az/elibrary/ebook/gajtmwu,https://www.ebooks.az/image/cover/gajtmwu
economy,Azərbaycan iqtisadiyyatı: infoqrafika,"Muradov Ədalət Cəlal oğlu, Bağırzadə Elşən Rəsul oğlu",Şərq-Qərb,2021,Bakı,208,https://www.preslib.az/az/elibrary/ebook/lsvgmpf,https://www.ebooks.az/image/cover/lsvgmpf
economy,Azərbaycan iqtisadiyyatı: makroiqtisadi analiz,"Rəhmanov Fərhad Pənah oğlu, Süleymanov Elçin Bəhman oğlu",MSV NƏŞR,2021,Bakı,408,https://www.preslib.az/az/elibrary/ebook/dmpevzo,https://www.ebooks.az/image/cover/dmpevzo
economy,Banklarda risk menecmenti,Məmmədov İlqar Nəriman oğlu,Füyuzat,2021,Bakı,208,https://www.preslib.az/az/elibrary/ebook/hskcumo,https://www.ebooks.az/image/cover/hskcumo
economy,Dünya bazarı və Azərbaycan iqtisadiyyatı,Quliyeva Aygün Eldar,Kooperasiya nəşriyyatı,2021,Bakı,240,https://www.preslib.az/az/elibrary/ebook/ifdraok,https://www.ebooks.az/image/cover/ifdraok
economy,Rəqəmsal inqilab: milli iqtisadiyyatın gələcəyi,Bayramov Əvəz İslam oğlu,2021,,Bakı,256,https://www.preslib.az/az/elibrary/ebook/lezapgq,https://www.ebooks.az/image/cover/lezapgq
economy,Heydər Əliyev və Azərbaycanda iqtisadi islahatlar: nəticələr və perspektivlər,,İqtisad Universiteti nəşriyyatı,2021,Bakı,618,https://www.preslib.az/az/elibrary/ebook/yszdejv,https://www.ebooks.az/image/cover/yszdejv
economy,İqtisadi artım,Qasımlı Vüsal,2021,,Bakı,214,https://www.preslib.az/az/elibrary/ebook/ugvintb,https://www.ebooks.az/image/cover/ugvintb
economy,"Azərbaycanda regional iqtisadi inkişaf və diversifikasiya - 2020: iqtisadi rayonların, respublika tabeli şəhərlərin və inzibati rayonların reytinqi","Müzəffərli Nazim, Muradov Allahyar",2021,,Bakı,108,https://www.preslib.az/az/elibrary/ebook/lKMcLB9,https://www.ebooks.az/image/cover/lKMcLB9
economy,Çinin maliyyə sistemi: qabaqlayıcı iqtisadi inkişafın stimullaşdırılması,"Məmmədov Elşad Yaqub oğlu, Əzimzadə Aslan Cavid oğlu",2021,,Bakı,224,https://www.preslib.az/az/elibrary/ebook/n5OkMS4,https://www.ebooks.az/image/cover/n5OkMS4
economy,"Sikkələr, əskinaslar, banklar",Qurbanov Çingiz Nəbi oğlu,Parlaq İmzalar,2021,Bakı,344,https://www.preslib.az/az/elibrary/ebook/gS6LZAv,https://www.ebooks.az/image/cover/gS6LZAv
economy,Kiçik və orta sahibkarlığın idarə edilməsi,"Abbasov Alıcan Bayramalı oğlu, Abbasov Sərvər Alıcan oğlu",Bakı Biznes Universiteti,2021,Bakı,384,https://www.preslib.az/az/elibrary/ebook/x0GEmnf,https://www.ebooks.az/image/cover/x0GEmnf
economy,Налоги и налогообложение,"Ахундова Айтакин Гасан кызы, Гаджиева Наджиба Габиль кызы",Изд-во Avropa,2021,Баку,186,https://www.preslib.az/az/elibrary/ebook/svckxjt,https://www.ebooks.az/image/cover/svckxjt
economy,Azərbaycan iqtisadiyyatı 100 ildə: II cild,Səmədzadə Ziyad Əliabbas oğlu,İqtisadi Ensiklopediya Evi,2021,Bakı,636,https://www.preslib.az/az/elibrary/ebook/rxWHiwB,https://www.ebooks.az/image/cover/rxWHiwB
economy,Gömrük statistikası və müasir informasiya texnologiyaları,Yadigarov Təbriz Abdulla oğlu,Avropa nəşriyyatı,2020,Bakı,520,https://www.preslib.az/az/elibrary/ebook/BqWzwRYD,https://www.ebooks.az/image/cover/BqWzwRYD
economy,Gəlir vergisi,"Musayev Akif Fərhad oğlu, Musayeva Aygün, Məmmədov Yaşar",Elm və Bilik,2020,Bakı,176,https://www.preslib.az/az/elibrary/ebook/GSALiDYj,https://www.ebooks.az/image/cover/GSALiDYj
economy,İqtisadi yazılar,Bağırzadə Elşən Rəsul oğlu,Nurlar NPM,2020,Bakı,151,https://www.preslib.az/az/elibrary/ebook/1CxGLWRb,https://www.ebooks.az/image/cover/1CxGLWRb
economy,Taksimotor daşımalarına tələbatın öyrənilməsi və keyfiyyətin idarə olunması,Əhmədli Babək,MSV NƏŞR,2020,Bakı,100,https://www.preslib.az/az/elibrary/ebook/KZJwhHUu,https://www.ebooks.az/image/cover/KZJwhHUu
economy,Azərbaycanın qazlaşdırılması və qaz təsərrüfatının istismarı: 1955-1970: tarixi-sosioloji araşdırma,Əlizadə Aydın Arif oğlu,Afpoliqraf,2020,Bakı,268,https://www.preslib.az/az/elibrary/ebook/jxfSKgUa,https://www.ebooks.az/image/cover/jxfSKgUa
economy,Nobel iqtisadiyyatı,Hacızadə Elşən Mahmud oğlu,Elm,2020,Bakı,368,https://www.preslib.az/az/elibrary/ebook/rjycfzb,https://www.ebooks.az/image/cover/rjycfzb
economy,Poçt kassa əməliyyatlarının avtomatlaşdırılması,Salayev Oktay Ağacan oğlu,MSV NƏŞR,2020,Bakı,144,https://www.preslib.az/az/elibrary/ebook/Cfj25Jd,https://www.ebooks.az/image/cover/Cfj25Jd
economy,Транснациональные корпорации,Ахундова Айтакин Гасан кызы,Изд-во Avropa,2020,Баку,148,https://www.preslib.az/az/elibrary/ebook/fzkiujd,https://www.ebooks.az/image/cover/fzkiujd
economy,Əməliyyatlar tədqiqi və ekonometrik məsələlərin MS Excel və Eviews proqram paketlərində həlli: nəzəriyyə və praktika,Yadigarov Təbriz Abdulla oğlu,Avropa nəşriyyatı,2019,Bakı,352,https://www.preslib.az/az/elibrary/ebook/qwzNGiMC,https://www.ebooks.az/image/cover/qwzNGiMC
economy,Milli iqtisadiyyatın dayanıqlığı,Bayramov Vüqar,2019,,Bakı,161,https://www.preslib.az/az/elibrary/ebook/pHTYbOkM,https://www.ebooks.az/image/cover/pHTYbOkM
economy,Beynəlxalq nəqliyyat əməliyyatları,"Eyvazov Elçin Təhməz oğlu, Balabəyova Nərminə Şıxamməddin qızı",Elm və təhsil,2019,Bakı,336,https://www.preslib.az/az/elibrary/ebook/dZRcEAIv,https://www.ebooks.az/image/cover/dZRcEAIv
economy,Turizmin iqtisadiyyatı,Qafarov Nizami Cəlal oğlu,Kooperasiya,2019,Bakı,584,https://www.preslib.az/az/elibrary/ebook/KL7yjbAC,https://www.ebooks.az/image/cover/KL7yjbAC
economy,Müasir Azərbaycan iqtisadiyyatının əsasları,"Mirzəyev Anar, Eminov Anar, Süleymanov Elçin Bəhman oğlu",Zərdabi-Nəşr,2019,Bakı,440,https://www.preslib.az/az/elibrary/ebook/1YfTwMHZ,https://www.ebooks.az/image/cover/1YfTwMHZ
economy,Audit xidmətinin inkişafı: nəzəri əsasları,Məmmədov Yaşar Əzimağa oğlu,Elm və Bilik,2019,Bakı,364,https://www.preslib.az/az/elibrary/ebook/Bnc4oUhe,https://www.ebooks.az/image/cover/Bnc4oUhe
economy,Bələdiyyələrdə mühasibat uçotunun təşkili,Əhmədov Emil,2019,,Bakı,217,https://www.preslib.az/az/elibrary/ebook/wnyvrqa,https://www.ebooks.az/image/cover/wnyvrqa
economy,Azərbaycanın iqtisadi inkişafının Heydər Əliyev strategiyası,,Şərq-Qərb,2019,Bakı,328,https://www.preslib.az/az/elibrary/ebook/qvmgwop,https://www.ebooks.az/image/cover/qvmgwop
economy,Beynəlxalq nəqliyyat əməliyyatları,"Eyvazov Elçin Təhməz oğlu, Balabəyova Nərminə Şıxamməddin qızı",Elm və təhsil,2019,Bakı,336,https://www.preslib.az/az/elibrary/ebook/fmvyipx,https://www.ebooks.az/image/cover/fmvyipx
economy,Logistikanın əsasları,"Namazov B.F., Məmmədov R.T.",Ecoprint,2019,Bakı,270,https://www.preslib.az/az/elibrary/ebook/zKLV1uq,https://www.ebooks.az/image/cover/zKLV1uq
